reg,fleet_number,new_account_number,column_name,ip_address
CH767685,CB53,PRCR-0001,skylink_pro_ip,58.92.1.110
CH768382,CB54,PRCR-0001,skylink_pro_ip,57.164.1.227
CH768383,CB55,PRCR-0001,null,null
CH768385,CB56,PRCR-0001,skylink_pro_ip,62.137.2.181
CH769350,CB60,PRCR-0001,skylink_pro_ip,50.8.2.135
KCM259MP,X134,PRCR-0001,skylink_pro_ip,59.91.1.226
KCM269MP,X133,PRCR-0001,skylink_pro_ip,59.90.1.179
KCR034MP,X139,PRCR-0001,skylink_pro_ip,58.97.1.92
KGG401MP,null,PRCR-0001,skylink_pro_ip,63.213.2.254
KPB594MP,"PLS815 ",PRCR-0001,skylink_pro_ip,61.172.2.93
"KRJ584MP ",PLS231,PRCR-0001,skylink_pro_ip,59.131.1.249
"KRJ590MP ",PLS235,PRCR-0001,skylink_pro_ip,49.228.2.34
KVR580MP,CB01,PRCR-0001,skylink_pro_ip,58.165.2.202
"KVR581MP ",CB02,PRCR-0001,null,null
KVR582MP,"CB03 ",PRCR-0001,skylink_pro_ip,62.137.2.187
KVR585MP,CB04,PRCR-0001,null,null
KVR588MP,CB05,PRCR-0001,skylink_pro_ip,63.214.2.75
KVR591MP,"CB06 ",PRCR-0001,skylink_pro_ip,58.166.2.101
KVR593MP,CB07,PRCR-0001,null,null
KVR594MP,"CB08 ",PRCR-0001,skylink_pro_ip,63.213.2.254
"KVR595MP ",CB09,PRCR-0001,skylink_pro_ip,63.214.2.187
KVR598MP,CB10,PRCR-0001,skylink_pro_ip,63.213.2.253
KVR603MP,CB11,PRCR-0001,skylink_pro_ip,63.213.2.218
KVR604MP,"CB12 ",PRCR-0001,skylink_pro_ip,63.213.2.86
KVR610MP,"CB13 ",PRCR-0001,skylink_pro_ip,62.138.2.47
KVR613MP,"CB14 ",PRCR-0001,skylink_pro_ip,62.138.2.66
KVR617MP,CB15,PRCR-0001,null,null
"KVX417MP ","PD113 ",PRCR-0001,skylink_pro_ip,58.21.1.93
KVX427MP,"PD117 ",PRCR-0001,skylink_pro_ip,60.2.1.53
KVZ612MP,"CB16 ",PRCR-0001,skylink_pro_ip,62.138.2.36
KVZ614MP,CB17,PRCR-0001,skylink_pro_ip,63.214.2.150
KVZ617MP,CB18,PRCR-0001,skylink_pro_ip,62.137.2.186
"KVZ619MP ",CB19,PRCR-0001,skylink_pro_ip,53.64.3.51
KXH506MP,CB21,PRCR-0001,null,null
KXH507MP,CB22,PRCR-0001,skylink_pro_ip,50.7.2.156
"KXH508MP ",CB23,PRCR-0001,skylink_pro_ip,60.3.1.7
"KXH510MP  ","CB24 ",PRCR-0001,skylink_pro_ip,58.212.1.194
KXH511MP,"CB25 ",PRCR-0001,null,null
KXH512MP,"CB26 ",PRCR-0001,null,null
KXH513MP,CB27,PRCR-0001,skylink_pro_ip,58.21.1.93
KXH514MP,"CB28 ",PRCR-0001,skylink_pro_ip,58.204.1.133
KXH518MP,CB30,PRCR-0001,skylink_pro_ip,62.138.2.62
"KXH519MP ",CB31,PRCR-0001,skylink_pro_ip,60.2.1.242
"KXH521MP ","CB33 ",PRCR-0001,skylink_pro_ip,60.2.1.128
KXH522MP,CB34,PRCR-0001,skylink_pro_ip,60.2.1.206
"KXH524MP ",CB35,PRCR-0001,skylink_pro_ip,49.228.2.27
KXH526MP,"CB36 ",PRCR-0001,skylink_pro_ip,59.95.1.253
"KXH527MP ",CB37,PRCR-0001,skylink_pro_ip,58.202.1.200
"KXH528MP ","CB38 ",PRCR-0001,skylink_pro_ip,60.1.1.96
KXH529MP,"CB39 ",PRCR-0001,skylink_pro_ip,50.8.2.27
KXH532MP,CB40,PRCR-0001,skylink_pro_ip,60.1.1.192
LDG971MP,CB43,PRCR-0001,skylink_pro_ip,63.213.2.195
LDH870MP,CB52,PRCR-0001,skylink_pro_ip,59.112.1.253
LDH877MP,"CB57 ",PRCR-0001,skylink_pro_ip,62.137.2.189
LDH878MP,CB58,PRCR-0001,skylink_pro_ip,60.2.1.47
LDH882MP,"CB61 ",PRCR-0001,skylink_pro_ip,58.212.1.108
LDT526MP,CB62,PRCR-0001,skylink_pro_ip,58.92.1.112
"LDT531MP ",CB63,PRCR-0001,skylink_pro_ip,53.64.3.97
08T1513GP,null,RIGH-0001,null,null
BS40BMGP,null,RIGH-0001,skylink_pro_ip,51.109.1.89
CH10036,null,RIGH-0001,skylink_pro_ip,61.13.2.82
CH821839,null,RIGH-0001,skylink_pro_ip,58.165.2.185
DX78WKGP,null,RIGH-0001,skylink_pro_ip,51.109.1.232
FN81XDGP,null,RIGH-0001,skylink_pro_ip,62.138.2.76
HH71JNGP,null,RIGH-0001,skylink_pro_ip,53.72.1.106
JLR314GP,null,RIGH-0001,null,null
KD74WDGP,null,RIGH-0001,skylink_pro_ip,53.73.1.86
KP64ZDGP,null,RIGH-0001,skylink_pro_ip,49.238.2.13
RCG757GP,null,RIGH-0001,skylink_pro_ip,51.110.1.168
THS484GP,null,RIGH-0001,skylink_pro_ip,54.92.1.196
TJS104GP,null,RIGH-0001,skylink_pro_ip,51.109.1.105
WYK787GP,null,RIGH-0001,skylink_pro_ip,51.109.1.133
YTM501GP,null,RIGH-0001,skylink_pro_ip,62.138.2.73
BP68BTGP,FLT28,SEVE-0001,null,null
BT73FGGP,null,SEVE-0001,null,null
CD58BGGP,FLT20,SEVE-0001,null,null
CF40TKGP,FLT21,SEVE-0001,null,null
CK02PSGP,FLT01,SEVE-0001,null,null
CK02RRBGP,FLT15,SEVE-0001,null,null
CR09DMGP,FLT22,SEVE-0001,null,null
CR40KXGP,FLT03,SEVE-0001,null,null
CY83TNGP,null,SEVE-0001,null,null
DC65YLGP,null,SEVE-0001,null,null
DG37VDGP,FLT19,SEVE-0001,null,null
DN99HHGP,FLT07,SEVE-0001,null,null
DN99HRGP,FLT08,SEVE-0001,null,null
DN99JHGP,FLT29,SEVE-0001,null,null
DN99JVGP,FLT30,SEVE-0001,null,null
DV05KRGP,FLT27,SEVE-0001,null,null
DV05KTGP,FLT26,SEVE-0001,null,null
FC57MHGP,FLT31,SEVE-0001,null,null
FC86FKGP,null,SEVE-0001,null,null
FK18VDGP,OLD - FLT32,SEVE-0001,null,null
FK24KJGP,FLT33,SEVE-0001,null,null
FS33LLGP,null,SEVE-0001,null,null
FS33LZGP,null,SEVE-0001,null,null
FW67GFGP,FLT35,SEVE-0001,null,null
FW67GHGP,FLT34,SEVE-0001,null,null
HC76VJGP,FLT37,SEVE-0001,null,null
HC76VPGP,FLT36,SEVE-0001,null,null
HM86TVGP,FLT39,SEVE-0001,null,null
HM86TXGP,FLT38,SEVE-0001,null,null
HM86VDGP,FLT40,SEVE-0001,null,null
HT41GDGP,FLT41,SEVE-0001,null,null
HV22BDGP,null,SEVE-0001,null,null
HV22BMGP,null,SEVE-0001,null,null
JD56LBGP,FLT4,SEVE-0001,null,null
JD56LFGP,FLT43,SEVE-0001,null,null
JF54CDGP,FLT45,SEVE-0001,null,null
JH70STGP,null,SEVE-0001,null,null
JH92GYGP,FLT46,SEVE-0001,null,null
JH92GZGP,FLT47,SEVE-0001,null,null
JJ18VKGP,FLT48,SEVE-0001,null,null
JK04VLGP,null,SEVE-0001,null,null
JM29MTGP,null,SEVE-0001,null,null
JM48HRGP,F58,SEVE-0001,null,null
JN08RBGP,FLT02,SEVE-0001,null,null
JN08RGGP,FLT49,SEVE-0001,null,null
JN08RPGP,FLT17,SEVE-0001,null,null
JN20FCGP,FLT50,SEVE-0001,null,null
JP92SFGP,FLT14,SEVE-0001,null,null
JP92SJGP,FLT25,SEVE-0001,null,null
JR58VXGP,F05,SEVE-0001,null,null
JR58WGGP,F22,SEVE-0001,null,null
JS82WVGP,FLT16,SEVE-0001,null,null
JS82WXGP,FLT10,SEVE-0001,null,null
JS82WZGP,FLT06,SEVE-0001,null,null
JT13PNGP,null,SEVE-0001,null,null
JW73MSGP,FLT12,SEVE-0001,null,null
JW73MXGP,FLT04,SEVE-0001,null,null
JW73NDGP,FLT13,SEVE-0001,null,null
JW75CLGP,F51,SEVE-0001,null,null
JW75CTGP,OLD - F13,SEVE-0001,null,null
JW78RBGP,FLT23,SEVE-0001,null,null
JX53PJGP,FLT51,SEVE-0001,null,null
JY42ZLGP,F28,SEVE-0001,null,null
JY57WGGP,null,SEVE-0001,null,null
JY57XMGP,null,SEVE-0001,null,null
JY82STGP,OLD - F39,SEVE-0001,null,null
JZ88LZGP,OLD - F52,SEVE-0001,null,null
KB46LDGP,FLT53,SEVE-0001,null,null
KB46LSGP,FLT52,SEVE-0001,null,null
KC50VPGP,FLT09,SEVE-0001,null,null
KC50VYGP,FLT54,SEVE-0001,null,null
KC64BDGP,F38,SEVE-0001,null,null
KD47PZGP,F54,SEVE-0001,null,null
KD47RJGP,F18,SEVE-0001,null,null
KG13HPGP,F14,SEVE-0001,null,null
KH89KSGP,F55,SEVE-0001,null,null
KK29KSGP,F41,SEVE-0001,null,null
KK29LLGP,F56,SEVE-0001,null,null
KL03LLGP,FLT56,SEVE-0001,null,null
KL03LNGP,FLT55,SEVE-0001,null,null
KL15KWGP,F40,SEVE-0001,null,null
KL23MJGP,FLT42,SEVE-0001,null,null
KL33KWGP,FLT61,SEVE-0001,null,null
KM79RMGP,F31,SEVE-0001,null,null
KN27SVGP,F21,SEVE-0001,null,null
KT69ZWGP,FLT57,SEVE-0001,null,null
KT70BJGP,FLT18,SEVE-0001,null,null
KT70JWGP,null,SEVE-0001,null,null
KT70KLGP,null,SEVE-0001,null,null
KT93PWGP,F43,SEVE-0001,null,null
KT93RFGP,F44,SEVE-0001,null,null
KV82BWGP,F33,SEVE-0001,null,null
KV82BYGP,F32,SEVE-0001,null,null
KX00RSGP,F57,SEVE-0001,null,null
KZ57GXGP,F01,SEVE-0001,null,null
LC39TNGP,F46,SEVE-0001,null,null
LC73CGGP,F45,SEVE-0001,null,null
LD00GBGP,F20,SEVE-0001,null,null
LD15RVGP,F03,SEVE-0001,null,null
LD84BKGP,F16,SEVE-0001,null,null
LD84BLGP,F04,SEVE-0001,null,null
LF42SFGP,F02,SEVE-0001,null,null
LF42SJGP,F48,SEVE-0001,null,null
LG61CFGP,F17,SEVE-0001,null,null
LH25WMGP,FLT58,SEVE-0001,null,null
LH25WYGP,F47,SEVE-0001,null,null
LH84GBGP,F59,SEVE-0001,null,null
LJ00WGGP,F60,SEVE-0001,null,null
LJ98CPGP,F23,SEVE-0001,null,null
LK37RHGP,F49,SEVE-0001,null,null
LK37RRGP,F50,SEVE-0001,null,null
LK83JFGP,FLT59,SEVE-0001,null,null
LK83JLGP,FLT60,SEVE-0001,null,null
LK95YNGP,FLT24,SEVE-0001,null,null
LL52WLGP,F06,SEVE-0001,null,null
LL52WTGP,F19,SEVE-0001,null,null
LL52WYGP,F25,SEVE-0001,null,null
LP62LHGP,F35,SEVE-0001,null,null
LP62LTGP,F36,SEVE-0001,null,null
LP62LYGP,F37,SEVE-0001,null,null
LS72JNGP,F10,SEVE-0001,null,null
LT61VXGP,FLT32,SEVE-0001,null,null
LV31MGGP,F34,SEVE-0001,null,null
LW80BDGP,F24,SEVE-0001,null,null
LX49SSGP,F09,SEVE-0001,null,null
LX49TGGP,F15,SEVE-0001,null,null
LY40SJGP,F12,SEVE-0001,null,null
LY40SLGP,F26,SEVE-0001,null,null
LY40SNGP,F39,SEVE-0001,null,null
MF36DYGP,F29,SEVE-0001,null,null
MF36FSGP,F07,SEVE-0001,null,null
MF36GBGP,F08,SEVE-0001,null,null
MF36GLGP,F27,SEVE-0001,null,null
MF36GTGP,F13,SEVE-0001,null,null
MF36GZGP,F61,SEVE-0001,null,null
MF36HLGP,F30,SEVE-0001,null,null
MF36HXGP,F42,SEVE-0001,null,null
MH11VXGP,F52,SEVE-0001,null,null
MJ28NKGP,F53,SEVE-0001,null,null
MJ51BTGP,F11,SEVE-0001,null,null
YRN697GP,FLT05,SEVE-0001,null,null
BT16JKGP,null,SGMO-0001,skylink_pro_ip,59.99.1.1
CR49FSGP,null,SGMO-0001,skylink_pro_ip,52.146.1.221
DS61GWGP,null,SGMO-0003,skylink_pro_ip,60.1.1.207
FJ43LKGP,null,SGMO-0003,skylink_pro_ip,61.251.1.77
FJ93ZBGP,null,SGMO-0003,skylink_pro_ip,63.213.2.2
FJ93ZCGP,null,SGMO-0003,skylink_pro_ip,49.228.2.9
FT58PZGP,null,SGMO-0003,skylink_pro_ip,54.47.1.66
BD51BKGP,null,SGMO-0008,skylink_pro_ip,62.137.2.162
BG93CFGP,null,SGMO-0008,skylink_pro_ip,52.146.1.181
BN83ZNGP,null,SGMO-0008,skylink_pro_ip,60.2.1.182
BN91GKGP,null,SGMO-0008,skylink_pro_ip,52.146.1.253
BV79YZGP,null,SGMO-0008,skylink_pro_ip,52.146.1.84
BW82KHGP,null,SGMO-0008,skylink_pro_ip,57.107.1.201
DT50PKGP,null,SGMO-0008,skylink_pro_ip,52.146.1.81
FC52XMGP,null,SGMO-0008,skylink_pro_ip,49.68.2.21
JF15YPGP,null,SGMO-0008,skylink_pro_ip,51.3.2.72
JF15YSGP,null,SGMO-0008,skylink_pro_ip,51.3.2.34
JF15ZKGP,null,SGMO-0008,skylink_pro_ip,51.3.2.70
JF15ZSGP,null,SGMO-0008,skylink_pro_ip,51.3.2.146
JF15ZTGP,null,SGMO-0008,skylink_pro_ip,63.213.2.12
JP54KKGP,null,SGMO-0021,skylink_pro_ip,61.251.1.135
KY94JSGP,null,SGMO-0021,skylink_pro_ip,54.45.1.45
LB18NHGP,null,SGMO-0021,skylink_pro_ip,59.96.1.101
LJ79ZZGP,null,SGMO-0021,skylink_pro_ip,54.45.1.175
LM73HTGP,null,SGMO-0021,skylink_pro_ip,62.170.2.18
LP55XKGP,null,SGMO-0021,skylink_pro_ip,62.138.2.68
LR61HNGP,null,SGMO-0021,skylink_pro_ip,49.228.2.75
SGMOBILE1,null,SGMO-0028,null,null
SGMOBILE2,null,SGMO-0028,null,null
HCF947L,null,SIVE-0001,skylink_pro_ip,58.165.2.216
BV81HGGP,null,SPAR-0001,skylink_pro_ip,54.91.1.95
DH15MKGP,null,SPAR-0001,skylink_pro_ip,51.73.1.181
FF58PPGP,null,SPAR-0001,skylink_pro_ip,60.42.2.115
FJ70PNGP,null,SPAR-0001,skylink_pro_ip,53.73.1.54
FK13YCGP,null,SPAR-0001,skylink_pro_ip,51.160.1.234
FY76SDGP,null,SPAR-0001,skylink_pro_ip,60.2.1.131
HG05FZGP,null,SPAR-0001,skylink_pro_ip,54.91.1.36
HW00SDGP,null,SPAR-0001,skylink_pro_ip,53.64.3.152
JG10BJGP,null,SPAR-0001,skylink_pro_ip,59.112.1.230
KJ59DTGP,null,SPAR-0001,skylink_pro_ip,51.160.1.139
KP72LJGP,null,SPAR-0001,null,null
KP72LVGP,null,SPAR-0001,skylink_pro_ip,49.238.2.21
KP72MPGP,null,SPAR-0001,skylink_pro_ip,49.228.2.43
KP72NRGP,null,SPAR-0001,skylink_pro_ip,49.238.2.6
KP72PSGP,null,SPAR-0001,skylink_pro_ip,49.228.2.93
KP72RYGP,null,SPAR-0001,skylink_pro_ip,49.228.2.14
KP72TGGP,null,SPAR-0001,skylink_pro_ip,49.228.2.40
KP72TPGP,null,SPAR-0001,skylink_pro_ip,49.228.2.103
KR07NGGP,null,SPAR-0001,null,null
KTW738NW,null,SPAR-0001,skylink_pro_ip,59.98.1.213
TXH609GP,null,SPAR-0001,skylink_pro_ip,51.73.1.166
YMM570GP,null,SPAR-0001,skylink_pro_ip,60.1.1.112
ZSD512GP,null,SPAR-0001,skylink_pro_ip,51.161.1.42
FH12LXGP,null,SPAR-0002,skylink_pro_ip,52.124.1.142
FM11RVGP,null,SPAR-0002,skylink_pro_ip,51.110.1.148
FW17PHGP,null,SPAR-0002,skylink_pro_ip,52.106.1.194
HG05GCGP,null,SPAR-0002,skylink_pro_ip,54.91.1.171
HK67VXGP,null,SPAR-0002,skylink_pro_ip,53.73.1.44
HM37LRGP,null,SPAR-0002,skylink_pro_ip,54.92.1.244
HP54DTGP,null,SPAR-0002,skylink_pro_ip,51.73.1.164
HP54DVGP,null,SPAR-0002,skylink_pro_ip,51.160.1.125
HV53TXGP,null,SPAR-0002,skylink_pro_ip,51.56.1.111
JK89MVGP,null,SPAR-0002,skylink_pro_ip,59.95.1.90
KR07MYGP,null,SPAR-0002,skylink_pro_ip,60.42.2.10
BL94VHGP,null,STGR-0001,skylink_pro_ip,51.160.1.74
CB98XWGP,null,STGR-0001,skylink_pro_ip,52.81.1.43
CFK083NC,null,STGR-0001,null,null
CJP707NC,null,STGR-0001,null,null
CMT024NC,null,STGR-0001,null,null
CPR038NC,null,STGR-0001,null,null
CSX269NC,null,STGR-0001,null,null
CSX772NC,null,STGR-0001,null,null
CTC573NC,null,STGR-0001,null,null
CWB699NC,null,STGR-0001,null,null
CWS067NC,null,STGR-0001,null,null
CYM434NC,null,STGR-0001,null,null
CZB269NC,null,STGR-0001,null,null
DF04GJGP,null,STGR-0001,skylink_pro_ip,59.96.1.195
HP27CBGP,null,STGR-0001,skylink_pro_ip,63.212.2.96
HP27CBGP,null,STGR-0001,skylink_pro_ip,51.56.1.76
HR61SCGP,null,STGR-0001,skylink_pro_ip,54.125.1.102
HR61YSGP,null,STGR-0001,skylink_pro_ip,54.45.1.36
LT35NXGP,null,STGR-0001,skylink_pro_ip,52.105.1.143
LW75MSGP,null,STGR-0001,skylink_pro_ip,54.45.1.109
LW75NFGP,null,STGR-0001,skylink_pro_ip,62.138.2.57
LW75NYGP,null,STGR-0001,skylink_pro_ip,62.138.2.72
CH026425,null,STRU-0001,null,null
CH568193,null,STRU-0001,skylink_pro_ip,53.65.3.27
CW82VKGP,null,STRU-0001,null,null
FK32GSGP,null,STRU-0001,skylink_pro_ip,62.120.2.7
HS92MSGP,null,STRU-0001,null,null
HSR393MP,null,STRU-0001,skylink_pro_ip,50.168.1.81
HSR403MP,null,STRU-0001,null,null
HSR408MP,null,STRU-0001,skylink_pro_ip,50.221.1.44
HSR410MP,null,STRU-0001,skylink_pro_ip,50.225.1.42
HSR413MP,null,STRU-0001,skylink_pro_ip,52.106.1.186
HSR419MP,null,STRU-0001,null,null
HSR423MP,null,STRU-0001,skylink_pro_ip,51.110.1.88
HSR427MP,null,STRU-0001,skylink_pro_ip,51.109.1.153
HSR429MP,null,STRU-0001,skylink_pro_ip,50.167.1.206
HSR432MP,null,STRU-0001,skylink_pro_ip,51.73.1.255
HSR433MP,null,STRU-0001,skylink_pro_ip,53.107.1.106
HSR439MP,null,STRU-0001,skylink_pro_ip,51.160.1.122
HSR442MP,null,STRU-0001,null,null
HSR451MP,null,STRU-0001,skylink_pro_ip,50.167.1.169
HTZ565MP,null,STRU-0001,null,null
HWL876MP,null,STRU-0001,skylink_pro_ip,50.166.1.132
HZC105MP,null,STRU-0001,skylink_pro_ip,52.244.1.208
JBC440MP,null,STRU-0001,skylink_pro_ip,51.74.1.56
JBC449MP,null,STRU-0001,null,null
JBD668MP,null,STRU-0001,skylink_pro_ip,53.72.1.23
JDC224MP,null,STRU-0001,skylink_pro_ip,51.109.1.148
JFJ496MP,null,STRU-0001,skylink_pro_ip,51.109.1.244
JHD274MP,null,STRU-0001,null,null
JHZ910MP,null,STRU-0001,null,null
JK80YMGP,null,STRU-0001,null,null
JMD571MP,null,STRU-0001,skylink_pro_ip,54.46.1.53
JMD577MP,null,STRU-0001,skylink_pro_ip,54.91.1.173
JZG562MP,null,STRU-0001,skylink_pro_ip,52.244.1.175
JZG578MP,null,STRU-0001,skylink_pro_ip,52.26.1.91
JZL823MP,null,STRU-0001,skylink_pro_ip,59.96.1.125
KBV492MP,null,STRU-0001,skylink_pro_ip,59.95.1.110
KBV505MP,null,STRU-0001,null,null
KCB322MP,null,STRU-0001,skylink_pro_ip,49.228.2.98
KJM372MP,null,STRU-0001,null,null
KM27TCGP,null,STRU-0001,null,null
KVP955MP,null,STRU-0001,null,null
LGG414MP,null,STRU-0001,skylink_pro_ip,63.212.2.221
LGV553MP,null,STRU-0001,skylink_pro_ip,62.137.2.195
LLB112MP,null,STRU-0001,skylink_pro_ip,63.212.2.200
"FB08KTGP ",null,TALI-0001,null,null
"FT83FPGP ",null,TALI-0001,null,null
BX88BGGP,null,TRIA-0001,skylink_pro_ip,59.113.1.75
CH826513 - LV93RCGP,null,TRIA-0001,skylink_pro_ip,62.138.2.43
DS92MHGP,null,TRIA-0001,skylink_pro_ip,61.251.1.141
DZ77VZGP,null,TRIA-0001,skylink_pro_ip,61.175.2.71
DZ77XNGP,null,TRIA-0001,skylink_pro_ip,62.137.2.221
"DZ78FGGP ",null,TRIA-0001,skylink_pro_ip,61.175.2.95
FG31BMGP,null,TRIA-0001,skylink_pro_ip,63.213.2.94
FS65BKGP,null,TRIA-0001,null,null
FS65BPGP,null,TRIA-0001,null,null
FZ49RXGP,null,TRIA-0001,skylink_pro_ip,59.90.1.192
FZ49SBGP,null,TRIA-0001,skylink_pro_ip,59.92.1.35
JB63DSGP,null,TRIA-0001,null,null
JC07MDGP,null,TRIA-0001,null,null
JCP497FS - LT31MKGP,null,TRIA-0001,skylink_pro_ip,52.105.1.218
JM92DMGP,null,TRIA-0001,null,null
JN21PZGP,null,TRIA-0001,null,null
JN21PZGP,null,TRIA-0001,null,null
"JP63HFGP ",null,TRIA-0001,null,null
JP88FSGP,null,TRIA-0001,null,null
"JP88FSGP ",null,TRIA-0001,null,null
"JP88FYGP ",null,TRIA-0001,null,null
JX20MCGP,null,TRIA-0001,skylink_pro_ip,54.93.1.34
JX47PGGP,null,TRIA-0001,null,null
JX47PXGP,null,TRIA-0001,null,null
JX52CTGP,null,TRIA-0001,skylink_pro_ip,53.120.1.198
JX52FLGP,null,TRIA-0001,skylink_pro_ip,61.251.1.69
JY66WPGP,null,TRIA-0001,null,null
JZ31PJGP,null,TRIA-0001,skylink_pro_ip,61.251.1.81
KH79LHGP,null,TRIA-0001,null,null
"KJ77DKGP ",null,TRIA-0001,skylink_pro_ip,63.213.2.158
KK98JPGP,null,TRIA-0001,skylink_pro_ip,49.238.2.201
KK98LWGP,null,TRIA-0001,skylink_pro_ip,49.228.2.65
KK99FVGP,null,TRIA-0001,skylink_pro_ip,54.9.1.93
KK99FZGP,null,TRIA-0001,skylink_pro_ip,49.228.2.101
KL57HGGP,null,TRIA-0001,skylink_pro_ip,59.99.1.76
KL81XSGP,null,TRIA-0001,null,null
KM29DGGP,null,TRIA-0001,skylink_pro_ip,49.238.2.18
"KP20RXGP ",null,TRIA-0001,skylink_pro_ip,62.138.2.11
KP78BYGP,null,TRIA-0001,skylink_pro_ip,58.207.1.219
KP78JHGP,null,TRIA-0001,skylink_pro_ip,58.207.1.216
"KW15JXGP ",null,TRIA-0001,skylink_pro_ip,58.43.1.138
"KZ99BMGP ",null,TRIA-0001,skylink_pro_ip,49.239.2.27
KZ99CWGP,null,TRIA-0001,skylink_pro_ip,62.170.2.17
LC86XZGP,null,TRIA-0001,skylink_pro_ip,49.68.2.84
LN38DVGP,null,TRIA-0001,skylink_pro_ip,62.78.2.167
LN38FCGP,null,TRIA-0001,skylink_pro_ip,61.13.2.76
LT31MDGP,null,TRIA-0001,null,null
LT31MRGP,null,TRIA-0001,skylink_pro_ip,54.9.1.100
LT31NCGP,null,TRIA-0001,skylink_pro_ip,61.250.1.254
LT31PHGP,null,TRIA-0001,skylink_pro_ip,59.113.1.102
MD20SXGP,null,TRIA-0001,skylink_pro_ip,63.212.2.253
RTM980GP,null,TRIA-0001,null,null
ZNW242GP,null,TRIA-0001,skylink_pro_ip,59.95.1.124
BN83ZTGP,null,TYSO-0001,skylink_pro_ip,60.2.1.99
FL30LZGP,null,TYSO-0001,skylink_pro_ip,54.44.1.202
FV03LXGP,null,TYSO-0001,skylink_pro_ip,58.213.1.16
FW07HXGP,null,TYSO-0001,skylink_pro_ip,54.46.1.152
JF15YRGP,null,TYSO-0001,skylink_pro_ip,54.44.1.229
KP33YVGP,null,U-JH-0001,skylink_pro_ip,61.9.1.67
KR30BHGP,null,U-JH-0001,skylink_pro_ip,53.10.2.111
URENT1,null,U-JH-0001,null,null
"CN48YMGP M",null,VDMX-0001,null,null
"CN50HJGP ",null,VDMX-0001,null,null
"CP52KRGP ",null,VDMX-0001,null,null
"CP52LBGP ",null,VDMX-0001,null,null
CP52LNGP,null,VDMX-0001,null,null
"CP52LVGP ",null,VDMX-0001,null,null
"CP52MMGP ",null,VDMX-0001,null,null
"CP54NCGP ",null,VDMX-0001,null,null
"CP54PJGP ",null,VDMX-0001,null,null
"FG20BBGP ",null,VDMX-0001,null,null
VDMGP,null,VDMX-0001,null,null
WJS846GP,null,VDMX-0001,null,null
JM39BBGP,null,WACA-0001,skylink_pro_ip,54.46.1.82
"JP29YTGP ",null,WACA-0001,skylink_pro_ip,51.8.1.125
JP29YVGP,null,WACA-0001,skylink_pro_ip,52.81.1.14
JP88KFGP,null,WACA-0001,skylink_pro_ip,59.112.1.231
JW59VYGP,null,WACA-0001,skylink_pro_ip,53.75.1.61
JW59WDGP,null,WACA-0001,skylink_pro_ip,54.125.1.247
JW59WJGP,null,WACA-0001,skylink_pro_ip,52.82.1.67
KC31RGGP,null,WACA-0001,skylink_pro_ip,62.138.2.16
KL33HWGP,null,WACA-0001,skylink_pro_ip,51.209.1.96
KN41XSGP,null,WACA-0001,skylink_pro_ip,53.75.1.114
KP48MNGP,null,WACA-0001,skylink_pro_ip,53.75.1.84
KP48MWGP,null,WACA-0001,skylink_pro_ip,54.92.1.16
KP48NCGP,null,WACA-0001,skylink_pro_ip,52.82.1.225
KP48NFGP,null,WACA-0001,skylink_pro_ip,60.1.1.190
KZ89MRGP,null,WACA-0001,skylink_pro_ip,53.73.1.20
LC62WSGP,null,WACA-0001,skylink_pro_ip,62.138.2.65
LD08SLGP,null,WACA-0001,skylink_pro_ip,54.92.1.9
LD08SSGP,null,WACA-0001,skylink_pro_ip,50.7.2.103
LD08STGP,null,WACA-0001,skylink_pro_ip,53.72.1.56
LF60RGGP,null,WACA-0001,skylink_pro_ip,53.73.1.112
LR78XJGP,null,WACA-0001,skylink_pro_ip,59.90.1.144
LR78YGGP,null,WACA-0001,skylink_pro_ip,62.137.2.166
LR78ZBGP,null,WACA-0001,skylink_pro_ip,60.3.1.25
LV75FKGP,null,WACA-0001,skylink_pro_ip,53.73.1.28
LV75GCGP,null,WACA-0001,skylink_pro_ip,53.72.1.44
MD69KJGP,null,WACA-0001,skylink_pro_ip,59.97.1.114
MD69KRGP,null,WACA-0001,skylink_pro_ip,63.213.2.19
MF56SKGP,null,WACA-0001,skylink_pro_ip,52.105.1.145
CP09PGGP,null,WACA-0002,skylink_pro_ip,52.244.1.255
FM23CWGP,null,WACA-0002,skylink_pro_ip,58.202.1.198
FV70YVGP,null,WACA-0002,skylink_pro_ip,62.138.2.20
LS38WYGP,null,WACA-0002,skylink_pro_ip,62.138.2.19
KD57TSGP,null,WACA-0003,skylink_pro_ip,53.73.1.17
LD08SWGP,null,WACA-0003,skylink_pro_ip,53.73.1.71
LR81ZZGP,null,WACA-0003,skylink_pro_ip,62.137.2.207
LS34PGGP,null,WACA-0003,skylink_pro_ip,62.137.2.169
LS34PMGP,null,WACA-0003,skylink_pro_ip,62.137.2.222
LS34PRGP,null,WACA-0003,skylink_pro_ip,62.137.2.225
BN60PLGP,null,WACA-0004,skylink_trailer_unit_ip,62.236.2.151
CH4347,null,WACA-0004,skylink_trailer_unit_ip,50.181.2.192
CL39JVGP,null,WACA-0004,skylink_trailer_unit_ip,50.181.2.73
DG24ZBGP,null,WACA-0004,skylink_pro_ip,62.237.2.16
DL89TGGP,null,WACA-0004,skylink_trailer_unit_ip,50.181.2.179
