reg,fleet_number,new_account_number,column_name,ip_address
"F17 ",null,MACS-0027,skylink_pro_ip,51.20.1.77
"FL86GXGP ",null,MACS-0027,skylink_pro_ip,53.71.1.252
FZ09KFGP,null,MACS-0027,skylink_pro_ip,53.75.1.190
"JKB265GP ",null,MACS-0027,skylink_pro_ip,53.73.1.220
JW79HTGP,null,MACS-0027,skylink_pro_ip,52.124.1.89
"LF94HBGP ",null,MACS-0027,skylink_pro_ip,58.165.2.23
"LJ04WCGP ",null,MACS-0027,skylink_pro_ip,58.166.2.67
"LR70YPGP ",null,MACS-0027,skylink_pro_ip,59.112.1.237
"NZT455GP ",null,MACS-0027,skylink_pro_ip,53.75.1.143
PGH459GP,null,MACS-0027,skylink_pro_ip,60.115.1.63
"TZV802GP ",null,MACS-0027,skylink_pro_ip,60.115.1.43
VHJ841GP,null,MACS-0027,skylink_pro_ip,53.73.1.92
"WCX324GP ",null,MACS-0027,skylink_pro_ip,52.245.1.81
"ZFL224GP ",null,MACS-0027,skylink_pro_ip,53.75.1.242
"333MACGP ",null,MACS-0028,skylink_pro_ip,53.71.1.247
"HS18KPGP ",null,MACS-0028,skylink_pro_ip,52.106.1.248
"KD32YGGP ",null,MACS-0028,skylink_pro_ip,49.228.2.87
"LK80NLGP ",null,MACS-0028,skylink_pro_ip,60.45.2.100
BS72KLGP,null,MACS-0029,skylink_pro_ip,54.44.1.243
"CMM631L ",null,MACS-0029,skylink_pro_ip,63.213.2.178
"CPV562L ",null,MACS-0029,skylink_pro_ip,52.107.1.17
DSH908L,null,MACS-0029,skylink_pro_ip,52.245.1.124
FBB618L,null,MACS-0029,skylink_pro_ip,53.75.1.31
FWR053L,null,MACS-0029,skylink_pro_ip,60.2.1.60
"JC15YSGP ",null,MACS-0029,skylink_pro_ip,52.106.1.236
"CV68JVGP ",null,MACS-0030,skylink_pro_ip,53.73.1.254
"CW82HZGP ",null,MACS-0030,skylink_pro_ip,52.107.1.75
"DYJ812EC ",null,MACS-0030,skylink_pro_ip,60.3.1.17
HHL841EC,null,MACS-0030,skylink_pro_ip,53.75.1.160
JCR731EC,null,MACS-0030,skylink_pro_ip,52.245.1.151
"JYW185EC ",null,MACS-0030,skylink_pro_ip,49.238.2.8
"KDH113EC ",null,MACS-0030,skylink_pro_ip,60.1.1.116
"KDX247EC ",null,MACS-0030,skylink_pro_ip,60.1.1.189
"KFD807EC ",null,MACS-0030,skylink_pro_ip,50.8.2.239
KFZ657EC,null,MACS-0030,skylink_pro_ip,60.44.2.226
"KGV408EC ",null,MACS-0030,skylink_pro_ip,60.45.2.88
KJC179EC,null,MACS-0030,skylink_pro_ip,62.138.2.17
BG88LKGP,null,MACS-0031,skylink_pro_ip,53.75.1.49
"BG88LMGP ",null,MACS-0031,skylink_pro_ip,53.75.1.215
"BS61WJGP ",null,MACS-0031,skylink_pro_ip,53.75.1.47
"DK32ZDGP ",null,MACS-0031,skylink_pro_ip,53.64.3.79
FJ29KNGP,null,MACS-0031,skylink_pro_ip,52.124.1.114
"FL70DDGP ",null,MACS-0031,skylink_pro_ip,53.74.1.192
"FN79NHGP ",null,MACS-0031,skylink_pro_ip,52.124.1.170
"HP90VVGP ",null,MACS-0031,skylink_pro_ip,52.124.1.130
"KM83HDGP ",null,MACS-0031,skylink_pro_ip,49.238.2.14
"KM90WNGP ",null,MACS-0031,skylink_pro_ip,49.228.2.12
"KW08HPGP ",null,MACS-0031,skylink_pro_ip,60.2.1.135
LC62XRGP,null,MACS-0031,skylink_pro_ip,60.1.1.151
"LR26MWGP ",null,MACS-0031,skylink_pro_ip,63.214.2.77
"SGF483GP ",null,MACS-0031,skylink_pro_ip,53.64.3.198
"WCW641GP ",null,MACS-0031,skylink_pro_ip,53.72.1.91
"WFT393GP ",null,MACS-0031,skylink_pro_ip,53.73.1.238
"WHV829GP ",null,MACS-0031,skylink_pro_ip,53.72.1.25
WLJ648GP,null,MACS-0031,skylink_pro_ip,53.107.1.94
"XJF615GP ",null,MACS-0031,skylink_pro_ip,53.72.1.101
"XNM549GP ",null,MACS-0031,skylink_pro_ip,53.75.1.18
"XTK332GP ",null,MACS-0031,skylink_pro_ip,52.106.1.198
"ZFL219GP ",null,MACS-0031,skylink_pro_ip,53.75.1.156
ZFL221GP,null,MACS-0031,skylink_pro_ip,53.75.1.233
"ZRW233GP ",null,MACS-0031,skylink_pro_ip,52.105.1.188
"BXW809NC ",null,MACS-0032,skylink_pro_ip,62.137.2.155
"CCW464NC ",null,MACS-0032,skylink_pro_ip,62.137.2.161
CSK852NC,null,MACS-0032,skylink_pro_ip,62.137.2.150
CSR885NC,null,MACS-0032,skylink_pro_ip,62.138.2.2
"CSZ370NC ",null,MACS-0032,skylink_pro_ip,62.137.2.219
CYB368NC,null,MACS-0032,skylink_pro_ip,61.251.1.143
DBW291NC,null,MACS-0032,skylink_pro_ip,62.137.2.218
DDJ019NC,null,MACS-0032,skylink_pro_ip,62.138.2.80
"DDT563NC ",null,MACS-0032,skylink_pro_ip,63.213.2.50
KJK811EC,null,MACS-0032,skylink_pro_ip,62.138.2.79
"HVW148NW ",null,MACS-0033,skylink_pro_ip,52.124.1.115
"HXP395NW ",null,MACS-0033,skylink_pro_ip,53.72.1.115
"HZC273NW ",null,MACS-0033,skylink_pro_ip,52.124.1.226
"HZL640NW ",null,MACS-0033,skylink_pro_ip,62.137.2.157
"JTT711NW ",null,MACS-0033,skylink_pro_ip,52.124.1.232
"JTT713NW ",null,MACS-0033,skylink_pro_ip,52.124.1.190
"KCW986NW ",null,MACS-0033,skylink_pro_ip,52.124.1.91
"KMJ242NW ",null,MACS-0033,skylink_pro_ip,52.107.1.57
"KWX776NW ",null,MACS-0033,skylink_pro_ip,50.138.2.141
"KXZ069NW ",null,MACS-0033,skylink_pro_ip,58.166.2.98
KZB022NW,null,MACS-0033,skylink_pro_ip,61.13.2.72
WFW324GP,null,MACS-0033,skylink_pro_ip,52.107.1.24
"DJY283EC ",null,MACS-0034,skylink_pro_ip,52.245.1.153
JZK873EC,null,MACS-0034,skylink_pro_ip,58.165.2.180
"ZMR075GP ",null,MACS-0034,skylink_pro_ip,53.75.1.54
DZX590NW,null,MACS-0035,skylink_pro_ip,52.245.1.155
"FRG505NW ",null,MACS-0035,skylink_pro_ip,53.72.1.41
"HMD190NW ",null,MACS-0035,skylink_pro_ip,52.124.1.151
HXJ865NW,null,MACS-0035,skylink_pro_ip,53.75.1.136
HZX447NW,null,MACS-0035,skylink_pro_ip,52.124.1.146
JYP030NW,null,MACS-0035,skylink_pro_ip,52.125.1.54
"KBR503NW ",null,MACS-0035,skylink_pro_ip,52.124.1.165
KDX009NW,null,MACS-0035,skylink_pro_ip,52.107.1.61
KSC904NW,null,MACS-0035,skylink_pro_ip,49.228.2.68
"KWM170NW ",null,MACS-0035,skylink_pro_ip,60.3.1.69
"LBV095NW ",null,MACS-0035,skylink_pro_ip,62.137.2.212
"RLD185GP ",null,MACS-0035,skylink_pro_ip,52.107.1.81
BL87ZWZN," ",MACS-0036,skylink_pro_ip,52.107.1.30
"CTL771NC ",null,MACS-0036,skylink_pro_ip,62.137.2.239
CX84GGGP,null,MACS-0036,skylink_pro_ip,62.137.2.173
"TZK809GP ",null,MACS-0036,skylink_pro_ip,53.65.3.22
"CY123739 ",null,MACS-0037,skylink_pro_ip,49.238.2.178
"CY126751 ",null,MACS-0037,skylink_pro_ip,52.245.1.73
"CY206090 ",null,MACS-0037,skylink_pro_ip,52.245.1.112
CY20713,null,MACS-0037,skylink_pro_ip,63.212.2.147
"CY218544 ",null,MACS-0037,skylink_pro_ip,52.124.1.218
"CY295467 ",null,MACS-0037,skylink_pro_ip,52.125.1.7
"CY339194 ",null,MACS-0037,skylink_pro_ip,53.73.1.214
CY361402,null,MACS-0037,skylink_pro_ip,52.244.1.202
"CY366243 ",null,MACS-0037,skylink_pro_ip,52.245.1.176
CY373398,null,MACS-0037,skylink_pro_ip,52.245.1.169
"CY433480 ",null,MACS-0037,skylink_pro_ip,52.245.1.97
"CY81241 ",null,MACS-0037,skylink_pro_ip,63.213.2.205
" FPN413MP ",null,MACS-0038,skylink_pro_ip,53.72.1.15
"DLG227MP ",null,MACS-0038,skylink_pro_ip,53.73.1.171
"FXH207MP ",null,MACS-0038,skylink_pro_ip,53.72.1.3
"JCH531MP ",null,MACS-0038,skylink_pro_ip,52.106.1.243
"JCH537MP ",null,MACS-0038,skylink_pro_ip,52.106.1.251
KMN143MP,null,MACS-0038,skylink_pro_ip,53.75.1.125
"KRF921MP ",null,MACS-0038,skylink_pro_ip,54.47.1.171
"KTT596MP ",null,MACS-0038,skylink_pro_ip,52.106.1.233
KVH675MP,null,MACS-0038,skylink_pro_ip,59.98.1.117
KYB697MP,null,MACS-0038,skylink_pro_ip,52.106.1.247
BK92RJGP,null,MAGO-0001,null,null
DB30KFGP,null,MAGO-0001,null,null
100408621,null,MAIB-0001,null,null
BV16ZMGP,null,MAIB-0001,skylink_pro_ip,58.165.2.139
BZ13RJGP,null,MAIB-0001,null,null
BZ71TKGP,null,MAIB-0001,skylink_pro_ip,57.164.1.41
CK42SYGP,null,MAIB-0001,skylink_pro_ip,59.112.1.254
CK42THGP,null,MAIB-0001,null,null
CN48ZKGP,null,MAIB-0001,skylink_pro_ip,58.166.2.6
CN48ZNGP,null,MAIB-0001,skylink_pro_ip,60.42.2.201
DH05FCGP,null,MAIB-0001,skylink_pro_ip,59.96.1.143
DH97SBGP,null,MAIB-0001,null,null
DM22HWGP,null,MAIB-0001,skylink_pro_ip,60.2.1.161
DS73WDGP,null,MAIB-0001,skylink_pro_ip,52.244.1.112
DS92WZGP,null,MAIB-0001,null,null
DT32JBGP,null,MAIB-0001,skylink_pro_ip,51.210.1.27
DT55BXGP,null,MAIB-0001,skylink_pro_ip,51.209.1.97
DT55CSGP,null,MAIB-0001,skylink_pro_ip,52.106.1.165
DV33LTGP,null,MAIB-0001,null,null
FF92JRGP,null,MAIB-0001,skylink_pro_ip,60.39.2.34
FF92JXGP,null,MAIB-0001,skylink_pro_ip,60.42.2.254
FG95YFGP,null,MAIB-0001,null,null
FM02PWGP,null,MAIB-0001,null,null
FN53YXGP,null,MAIB-0001,skylink_pro_ip,52.105.1.164
FS01ZVGP,null,MAIB-0001,skylink_pro_ip,58.92.1.165
FS02BKGP,null,MAIB-0001,skylink_pro_ip,51.166.1.130
FS02VWGP,null,MAIB-0001,skylink_pro_ip,51.209.1.98
FS02XWGP,null,MAIB-0001,skylink_pro_ip,51.209.1.232
FS02YLGP,null,MAIB-0001,skylink_pro_ip,51.209.1.187
FS03DMGP,null,MAIB-0001,skylink_pro_ip,52.244.1.159
FS03FKGP,null,MAIB-0001,skylink_pro_ip,50.9.2.41
FS03GLGP,null,MAIB-0001,skylink_pro_ip,51.56.1.90
FS96SMGP,null,MAIB-0001,null,null
FS96TBGP,null,MAIB-0001,null,null
FS96TPGP,null,MAIB-0001,null,null
FT43PPGP,null,MAIB-0001,skylink_pro_ip,62.138.2.54
FT43PVGP,null,MAIB-0001,skylink_pro_ip,60.42.2.249
FT43PZGP,null,MAIB-0001,skylink_pro_ip,50.225.1.35
FV27PBGP,null,MAIB-0001,skylink_pro_ip,62.138.2.23
FV27PFGP,null,MAIB-0001,skylink_pro_ip,59.113.1.68
FV27PMGP,null,MAIB-0001,null,null
FV27PWGP,null,MAIB-0001,null,null
FV89WDGP,null,MAIB-0001,null,null
FW76VYGP,null,MAIB-0001,skylink_pro_ip,51.161.1.100
FZ20JNGP,null,MAIB-0001,skylink_pro_ip,52.105.1.135
FZ20JRGP,null,MAIB-0001,skylink_pro_ip,59.113.1.67
HB27NRGP,null,MAIB-0001,null,null
HB27NTGP,null,MAIB-0001,null,null
HB33FYGP,null,MAIB-0001,skylink_pro_ip,54.91.1.240
HB33GBGP,null,MAIB-0001,skylink_pro_ip,54.91.1.207
HL45CKGP,null,MAIB-0001,skylink_pro_ip,52.83.1.90
HN99ZHGP,null,MAIB-0001,skylink_pro_ip,52.82.1.90
HW68MWGP,null,MAIB-0001,null,null
HW68NDGP,null,MAIB-0001,null,null
JX69NJGP,null,MAIB-0001,skylink_pro_ip,61.250.1.252
JX69PZGP,null,MAIB-0001,skylink_pro_ip,59.92.1.74
JX69RHGP,null,MAIB-0001,skylink_pro_ip,61.251.1.71
JX69RRGP,null,MAIB-0001,skylink_pro_ip,61.250.1.245
JX69RWGP,null,MAIB-0001,skylink_pro_ip,61.251.1.73
JX69ZPGP,null,MAIB-0001,skylink_pro_ip,59.132.1.105
JX70BMGP,null,MAIB-0001,skylink_pro_ip,54.9.1.134
JX70BVGP,null,MAIB-0001,skylink_pro_ip,54.9.1.89
JX70CHGP,null,MAIB-0001,skylink_pro_ip,61.251.1.84
JX73ZVGP,null,MAIB-0001,null,null
JX74JWGP,null,MAIB-0001,null,null
JX74KTGP,null,MAIB-0001,null,null
JX74LYGP,null,MAIB-0001,null,null
JX74NNGP,null,MAIB-0001,null,null
JX74PHGP,null,MAIB-0001,null,null
JX74ZSGP,null,MAIB-0001,null,null
JX75BJGP,null,MAIB-0001,null,null
JX88HVGP,null,MAIB-0001,null,null
JX88JJGP,null,MAIB-0001,null,null
KC53NKGP,null,MAIB-0001,null,null
KC53PTGP,null,MAIB-0001,null,null
KC53RVGP,null,MAIB-0001,null,null
KC53SHGP,null,MAIB-0001,null,null
KC53STGP,null,MAIB-0001,null,null
KC53SYGP,null,MAIB-0001,null,null
KP66MXGP,null,MAIB-0001,null,null
KP66PWGP,null,MAIB-0001,null,null
KP66RHGP,null,MAIB-0001,null,null
KP66RVGP,null,MAIB-0001,null,null
KP66TBGP,null,MAIB-0001,null,null
KP66TRGP,null,MAIB-0001,null,null
KP66VWGP,null,MAIB-0001,null,null
KP66WSGP,null,MAIB-0001,null,null
KP66XRGP,null,MAIB-0001,null,null
KP66YLGP,null,MAIB-0001,null,null
KP81TBGP,null,MAIB-0001,null,null
KP81TFGP,null,MAIB-0001,null,null
KT39JFGP,null,MAIB-0001,null,null
KT39JPGP,null,MAIB-0001,null,null
KT39KCGP,null,MAIB-0001,null,null
KT39KZGP,null,MAIB-0001,null,null
KT40BXGP,null,MAIB-0001,null,null
KT40GNGP,null,MAIB-0001,null,null
KT40MMGP,null,MAIB-0001,null,null
KT40PKGP,null,MAIB-0001,null,null
KV08BFGP,null,MAIB-0001,skylink_pro_ip,60.2.1.194
KV08BLGP,null,MAIB-0001,skylink_pro_ip,60.2.1.69
KV13ZXGP,null,MAIB-0001,skylink_pro_ip,60.1.1.99
KZ94YKGP,null,MAIB-0001,null,null
LB68ZDGP,null,MAIB-0001,skylink_pro_ip,60.2.1.110
LB68ZNGP,null,MAIB-0001,null,null
LF64RBGP,null,MAIB-0001,null,null
LF64RPGP,null,MAIB-0001,skylink_pro_ip,60.1.1.98
LH25FKGP,null,MAIB-0001,null,null
LH25VKGP,null,MAIB-0001,skylink_pro_ip,58.164.2.251
LH25VSGP,null,MAIB-0001,skylink_pro_ip,58.164.2.51
LH25VYGP,null,MAIB-0001,skylink_pro_ip,58.164.2.89
LH25WHGP,null,MAIB-0001,null,null
LH25XPGP,null,MAIB-0001,null,null
LH25YKGP,null,MAIB-0001,null,null
PHT770GP,null,MAIB-0001,null,null
PPG193GP,null,MAIB-0001,null,null
SKF806GP,null,MAIB-0001,skylink_pro_ip,59.112.1.250
SPR860GP,null,MAIB-0001,skylink_pro_ip,60.2.1.211
VDR631GP,null,MAIB-0001,null,null
VJC578GP,null,MAIB-0001,null,null
VTW624GP,null,MAIB-0001,skylink_pro_ip,63.214.2.125
VXP038GP,null,MAIB-0001,null,null
WBZ705GP,null,MAIB-0001,null,null
WCJ608GP,null,MAIB-0001,null,null
XHK613GP,null,MAIB-0001,null,null
XYY376GP,null,MAIB-0001,null,null
YCB990GP,null,MAIB-0001,null,null
YCM769GP,null,MAIB-0001,skylink_pro_ip,59.97.1.156
YDY204GP,null,MAIB-0001,skylink_pro_ip,60.2.1.20
YFF426GP,null,MAIB-0001,skylink_pro_ip,61.175.2.165
YHS633GP,null,MAIB-0001,null,null
YLK611GP,null,MAIB-0001,skylink_pro_ip,58.164.2.100
YZN788GP,null,MAIB-0001,null,null
YZN792GP,null,MAIB-0001,null,null
CH002455,null,MASS-0001,null,null
DG66GRGP,null,MASS-0001,null,null
FFL610FS,null,MASS-0001,null,null
FJ12GTGP,null,MASS-0001,null,null
HD04NSGP,null,MASS-0001,null,null
HHF218FS,null,MASS-0001,null,null
HJC672FS,null,MASS-0001,null,null
HKL452FS,null,MASS-0001,null,null
HKM657FS,null,MASS-0001,null,null
HKS185FS,null,MASS-0001,null,null
HLX860FS,null,MASS-0001,null,null
HLZ654FS,null,MASS-0001,null,null
HLZ661FS,null,MASS-0001,null,null
HNW034FS,null,MASS-0001,null,null
HPL366FS,null,MASS-0001,null,null
HPL367FS,null,MASS-0001,null,null
HPN118FS,null,MASS-0001,null,null
HPN119FS,null,MASS-0001,null,null
HPP561FS,null,MASS-0001,null,null
HRP289FS,null,MASS-0001,null,null
HSL069FS,null,MASS-0001,null,null
HSP030FS,null,MASS-0001,null,null
HSP276FS,null,MASS-0001,null,null
HSP278FS,null,MASS-0001,null,null
HSP281FS,null,MASS-0001,null,null
HVK032FS,null,MASS-0001,null,null
HVK033FS,null,MASS-0001,null,null
HVY413FS,null,MASS-0001,null,null
HWH732FS,null,MASS-0001,null,null
HWH744FS,null,MASS-0001,null,null
HYG785FS,null,MASS-0001,null,null
HYS951FS,null,MASS-0001,null,null
HYS952DS,null,MASS-0001,null,null
HYS953FS,null,MASS-0001,null,null
HYS955FS,null,MASS-0001,null,null
HYW833FS,null,MASS-0001,null,null
JBC710FS,null,MASS-0001,null,null
JBC712FS,null,MASS-0001,null,null
JBW703FS,null,MASS-0001,null,null
JCJ493FS,null,MASS-0001,null,null
JCZ839FS,null,MASS-0001,null,null
JDC851FS,null,MASS-0001,null,null
JDD285FS,null,MASS-0001,null,null
JDN477FS,null,MASS-0001,null,null
NU98656,null,MASS-0001,null,null
HFK735FS,null,MAVA-0001,null,null
BV40WCGP,null,META-0001,skylink_pro_ip,58.207.1.217
"CY02HDGP ",null,META-0001,skylink_pro_ip,51.3.2.35
DM97PFGP,null,META-0001,skylink_pro_ip,59.99.1.13
HB84TSGP,null,META-0001,skylink_pro_ip,49.228.2.96
HD03WCGP,null,META-0001,skylink_pro_ip,63.212.2.121
HF76ZFGP - K/POORT,null,META-0001,skylink_pro_ip,53.12.2.185
JNX935NW,null,META-0001,skylink_pro_ip,58.43.1.140
JPP190NW,null,META-0001,skylink_pro_ip,58.20.1.78
JPP195NW,null,META-0001,skylink_pro_ip,49.228.2.4
KFC254NW,null,META-0001,skylink_pro_ip,58.204.1.34
KFC277NW,null,META-0001,skylink_pro_ip,59.97.1.132
KFC298NW,null,META-0001,skylink_pro_ip,58.207.1.221
KFD367NW,null,META-0001,skylink_pro_ip,58.39.1.254
KHM243NW,null,META-0001,skylink_pro_ip,59.96.1.32
KHM248NW,null,META-0001,skylink_pro_ip,63.214.2.160
"KK47RJGP ",null,META-0001,skylink_pro_ip,63.213.2.206
"KL14KGGP ",null,META-0001,skylink_pro_ip,51.2.2.237
"KL56JZGP ",null,META-0001,skylink_pro_ip,53.9.2.173
KM03FWGP,null,META-0001,skylink_pro_ip,53.10.2.209
KM03FWGP - ROSSLYN,null,META-0001,skylink_pro_ip,53.10.2.209
KMB762NW,null,META-0001,skylink_pro_ip,58.92.1.92
KR33JBGP - LEEUDRAI,null,META-0001,skylink_pro_ip,53.12.2.11
KRZ533NW,null,META-0001,skylink_pro_ip,61.251.1.119
KRZ537NW,null,META-0001,skylink_pro_ip,58.40.1.3
KRZ549NW,null,META-0001,skylink_pro_ip,49.228.2.69
KSV376NW - BRITS,null,META-0001,skylink_pro_ip,63.214.2.30
KTN427NW,null,META-0001,skylink_pro_ip,62.138.2.59
KTN428NW,null,META-0001,skylink_pro_ip,60.115.1.51
"KVG377NW ",null,META-0001,skylink_pro_ip,50.138.2.38
KVH404NW,null,META-0001,skylink_pro_ip,59.97.1.148
KVH407NW,null,META-0001,skylink_pro_ip,59.99.1.66
KVH413NW,null,META-0001,skylink_pro_ip,49.227.2.235
KX29DLGP,null,META-0001,skylink_pro_ip,59.98.1.74
"KXF279NW ",null,META-0001,skylink_pro_ip,60.2.1.85
"KXN804NW ",null,META-0001,skylink_pro_ip,58.165.2.201
"KXN806NW ",null,META-0001,skylink_pro_ip,58.165.2.127
LC36DHGP,null,META-0001,skylink_pro_ip,59.96.1.134
LFM617NW,null,META-0001,skylink_pro_ip,63.212.2.231
LG33WGGP,null,META-0001,skylink_pro_ip,49.238.2.17
LG33WSGP,null,META-0001,skylink_pro_ip,58.166.2.84
LGL948NW,null,META-0001,skylink_pro_ip,53.64.3.156
LJ64CGGP,null,META-0001,skylink_pro_ip,58.166.2.105
LJ64CTGP,null,META-0001,skylink_pro_ip,58.166.2.59
"LM64HGGP ",null,META-0001,skylink_pro_ip,61.38.1.170
LS03FMGP,null,META-0001,skylink_pro_ip,49.68.2.60
"MF30SZGP ",null,META-0001,skylink_pro_ip,49.68.2.36
MK00LSGP,null,META-0001,skylink_pro_ip,63.214.2.19
MK92DZGP,null,META-0001,skylink_pro_ip,54.9.1.77
ML23LZGP,null,META-0001,skylink_pro_ip,59.97.1.113
ML23MFGP,null,META-0001,skylink_pro_ip,58.97.1.254
"XLR674GP ",null,META-0001,skylink_pro_ip,63.213.2.161
"XSS187GP ",null,META-0001,skylink_pro_ip,51.3.2.127
EDX762GP,null,MNFU-0001,skylink_pro_ip,53.64.3.58
LZ67VLGP,null,MNFU-0001,skylink_pro_ip,53.64.3.172
MH34BWGP," ",MNFU-0001,skylink_pro_ip,53.65.3.8
MK30MZGP,null,MNFU-0001,skylink_pro_ip,53.64.3.227
FXJ976MP,null,NNSL-0001,skylink_pro_ip,61.13.2.101
FXJ977MP,null,NNSL-0001,null,null
FXT686MP,null,NNSL-0001,skylink_pro_ip,59.99.1.63
FZX524MP,null,NNSL-0001,skylink_pro_ip,58.20.1.101
HDP356MP,null,NNSL-0001,skylink_pro_ip,58.207.1.178
HFM456MP,null,NNSL-0001,null,null
HFM462MP,null,NNSL-0001,null,null
HGD146MP,null,NNSL-0001,null,null
HGD147MP,null,NNSL-0001,null,null
HJG310MP,null,NNSL-0001,skylink_pro_ip,60.1.1.253
HJG314MP,null,NNSL-0001,skylink_pro_ip,58.39.1.192
HNB776MP,null,NNSL-0001,null,null
JLJ355MP,null,NNSL-0001,skylink_pro_ip,53.12.2.181
JMG066MP,null,NNSL-0001,skylink_pro_ip,53.9.2.23
KLP831MP,null,NNSL-0001,null,null
KLR041MP,null,NNSL-0001,skylink_pro_ip,59.99.1.113
KMF314MP,null,NNSL-0001,null,null
KML139MP,null,NNSL-0001,skylink_pro_ip,58.20.1.245
KMS249MP,null,NNSL-0001,null,null
KMS252MP,null,NNSL-0001,skylink_pro_ip,60.44.2.87
KPK628MP,null,NNSL-0001,null,null
KR45WMGP,null,NNSL-0001,null,null
KRM707MP,null,NNSL-0001,skylink_pro_ip,61.13.2.55
KSG190MP,null,NNSL-0001,skylink_pro_ip,60.3.1.52
KXC815MP,null,NNSL-0001,null,null
KYB546MP,null,NNSL-0001,null,null
KYP198MP,null,NNSL-0001,null,null
LDZ492MP,null,NNSL-0001,null,null
BF72GDGP,null,PETE-0001,null,null
BG59KLGP,null,PETE-0001,skylink_pro_ip,52.107.1.45
BL23RDGP,null,PETE-0001,skylink_pro_ip,51.210.1.88
BM13XSGP,null,PETE-0001,skylink_pro_ip,52.124.1.162
BN51GVGP,null,PETE-0001,null,null
BX40NNGP,null,PETE-0001,skylink_pro_ip,60.42.2.173
BXF678GP,null,PETE-0001,null,null
CC92LJGP,null,PETE-0001,null,null
CG33PCGP,null,PETE-0001,skylink_pro_ip,60.42.2.203
CM05TDGP,null,PETE-0001,null,null
CV14CHGP,null,PETE-0001,skylink_pro_ip,59.97.1.95
CY63DFGP,null,PETE-0001,skylink_pro_ip,59.96.1.227
CZ54XHGP,null,PETE-0001,skylink_pro_ip,59.113.1.127
CZ54YCGP,null,PETE-0001,skylink_pro_ip,59.96.1.177
DJ05ZGGP,null,PETE-0001,skylink_pro_ip,63.213.2.186
DLV551GP,null,PETE-0001,null,null
FF14PXGP,null,PETE-0001,skylink_pro_ip,51.160.1.240
FF89MZGP,null,PETE-0001,skylink_pro_ip,59.96.1.49
FM40LTGP,null,PETE-0001,skylink_pro_ip,54.46.1.217
FM60KWGP,null,PETE-0001,skylink_pro_ip,54.46.1.91
FM74CNGP,null,PETE-0001,skylink_pro_ip,60.115.1.22
FSH139GP,null,PETE-0001,null,null
FY77HDGP,null,PETE-0001,skylink_pro_ip,51.161.1.53
HDN067GP,null,PETE-0001,null,null
JB35RFGP,null,PETE-0001,null,null
JDX574MP,null,PETE-0001,skylink_pro_ip,63.214.2.174
JFN713MP,null,PETE-0001,skylink_pro_ip,51.160.1.112
JJW451GP,null,PETE-0001,null,null
JPY417GP,null,PETE-0001,skylink_pro_ip,50.231.1.229
JRM011MP,null,PETE-0001,skylink_pro_ip,51.74.1.116
JTG913MP,null,PETE-0001,null,null
JVH496MP,null,PETE-0001,skylink_pro_ip,59.95.1.202
JVW247MP,null,PETE-0001,skylink_pro_ip,59.97.1.72
JWJ224MP,null,PETE-0001,skylink_pro_ip,59.136.1.215
KHH449MP,null,PETE-0001,skylink_pro_ip,59.99.1.19
KJV289MP,null,PETE-0001,null,null
KJV290MP,null,PETE-0001,null,null
KTC020MP,null,PETE-0001,skylink_pro_ip,59.99.1.209
KVL394GP,null,PETE-0001,null,null
LCR496MP,null,PETE-0001,skylink_pro_ip,62.138.2.38
LLH712GP,null,PETE-0001,null,null
MPW375GP,null,PETE-0001,null,null
MPW376GP,null,PETE-0001,null,null
MWJ174GP,null,PETE-0001,null,null
NMT514GP,null,PETE-0001,null,null
NPS006GP,null,PETE-0001,null,null
NVH391GP,null,PETE-0001,skylink_pro_ip,58.39.1.189
PJC581GP,null,PETE-0001,null,null
PMY687GP,null,PETE-0001,null,null
PZC427GP,null,PETE-0001,skylink_pro_ip,59.96.1.242
RHB511GP,null,PETE-0001,skylink_pro_ip,50.168.1.46
RMH051GP,null,PETE-0001,null,null
TKK097GP,null,PETE-0001,null,null
TLC853GP,null,PETE-0001,null,null
TLC860GP,null,PETE-0001,null,null
TLR135GP,null,PETE-0001,null,null
TMT163GP,null,PETE-0001,null,null
XMK369GP,null,PETE-0001,skylink_pro_ip,59.98.1.48
YHX232GP,null,PETE-0001,skylink_pro_ip,51.110.1.106
YMS708GP,null,PETE-0001,skylink_pro_ip,50.168.1.75
ZGG451GP,null,PETE-0001,skylink_pro_ip,59.99.1.97
ZMX699GP,null,PETE-0001,null,null
ZRH487GP,null,PETE-0001,skylink_pro_ip,59.96.1.154
ZTH808GP,null,PETE-0001,skylink_pro_ip,63.212.2.225
CSS214L,null,PIRT-0001,skylink_pro_ip,49.228.2.78
HBF522L,null,PIRT-0001,skylink_pro_ip,58.166.2.123
CH759471,CB41,PRCR-0001,skylink_pro_ip,63.213.2.194
CH759852,CB42,PRCR-0001,skylink_pro_ip,63.213.2.179
CH760268,CB44,PRCR-0001,skylink_pro_ip,63.213.2.150
CH760270,"CB45 ",PRCR-0001,skylink_pro_ip,63.213.2.193
CH766005,CB46,PRCR-0001,skylink_pro_ip,59.95.1.102
CH766007,CB47,PRCR-0001,skylink_pro_ip,59.95.1.141
CH766652,CB48,PRCR-0001,skylink_pro_ip,57.164.1.208
CH766659,CB49,PRCR-0001,skylink_pro_ip,59.95.1.149
CH766987,CB50,PRCR-0001,null,null
CH766990,CB51,PRCR-0001,skylink_pro_ip,49.238.2.15
